artist,tags_lastfm
Furry Lewis,blues; delta blues; folk; acoustic blues; blues guitar; guitar; country blues; acoustic; american; memphis; Anthology of American Folk Music; All; furry lewis; male vocalist; male vocalists; Tennessee; memphis blues; fat possum; furry; Folk Blues; guitar blues; old little-known brilliance; dirty old blues; vocal; soul; Dead; singer-songwriter; americana; download; slide guitar; rnb; sex; 50s; 30s; mississippi; 20s; Classic Blues; old timey; Myjukebox; mississippi blues; american roots; shaman; listen; folkways; What Shall We Do Without Us; bluesman; deepsoul; Professor; r crumb; Mondiovision; good ole homely country folk playing banjo yodeling; alvarocountry; Hear; good enough for granddad; songster; Heroes of the Blues; roots revival; hoboXcore; true blues; pisces; Lewis; king kong kitchie kitchie ki-me-o; instructor; boogiewoogieflu; IKB; Need to Rate; zoo core; Thursday Nite Blues; vocalion; Momma Jo; gallon drunk merkliste; blues duo; Blues Tag; Martal1; artist with mislabled songs; stack-o-lee; folk blues revival; f lewis; I gots the blues; fav male blues siners; songsters
Further Seems Forever,emo; rock; indie; alternative; seen live; christian; indie rock; alternative rock; punk; christian rock; pop punk; hardcore; punk rock; screamo; post-hardcore; further seems forever; emocore; pop; american; hard rock; post hardcore; tooth and nail; indie pop; pop rock; Pop-punk; florida; favorites; 90s; metal; acoustic; ska; 00s; classic rock; metalcore; electronic; Favorite Bands; industrial; good; Emo rock; chris carabba
Furze,black metal; experimental black metal; norwegian; Norwegian Black Metal; experimental; raw black metal; Avant-Garde Black Metal; Norway; doom metal; psychedelic black metal; metal; avantgarde black metal; bizarre; blackened heavy metal; hipster black metal; sick black metal
Fuse ODG,pop; ghana; seen live; singer-songwriter; british; afrobeat; male vocalists; Grime; dance; england; african; africa; 4 Stars; United Kingdom; ghanaian; spotify; nul; azonto; afrobeats; Fuse ODG
Future,Hip-Hop; rap; Dirty South; atlanta; trap; hip hop; trap rap; american; future; rnb; seen live; southern rap; shoegaze; Gangsta Rap; weezy f aka yancy tate; southern hip-hop; Southern Hip Hop; new wave; post-punk; cold wave; pop rap; Post punk; georgia; ATL; electronic; pop; r&b; futuristic; future hendrix; mumble rap; noise; electronica; soul; USA; underground hip-hop; darkwave; male vocalists; 10s; All; down syndrome; goat; contemporary rnb; dungeon family; meme rap; Futuristic swag; racks on racks; yancy tate; french; goth; ambient; post-rock; electro; synth pop; urban; funk; Gothic; techno; me; postpunk; hiphop; Crunk; space rock; wave; North Carolina; drugs; checkout; magic; 2010s; east coast rap; jay-z; Rare; powerviolence; 34; rappers; sxsw 2012; codeine; SXSW 2014; multiple artists; hi-tech; slow jam; trap music; PURPLE; cloud rap; post-internet; raggae; swag; romantic ballads; contemporary r&b; HHC; auto-tune; stephanie; xanax; Trill; slap; tumblr; GTA; T-Pain; rennes; gd; greatest of all time
Future Breeze,trance; dance; electronic; House; electronica; techno; german; Rave; vocal trance; future breeze; female vocalists; euro trance; eurodance; Hard Trance; euro dance; Dream Dance; 90s; germany; finnish; Progressive House; pop; rock; club; Acid; deutsch; beats; progressive trance; good; psytrance; hard house; poprock; Russian Pop; EDM; All; Club Music; kick ass; uplifting trance; Trance House Techno; Drift; German Trance; Progresive TRANCE; techno-classics; gg; trancemaster; music1; techno classics; 782935509165542; seligalex; elektro-trance; moi pesni; rheinair house and trance; rheinair electro; trance hit; 27-04-2011; WESTBAM 1982
Future Islands,seen live; new wave; electronic; experimental; synthpop; Electro Pop; Neo Soul; american; indie; electropop; indie pop; Baltimore; pop; indie rock; synth pop; USA; post-punk; maryland; alternative; indietronica; 10s; North Carolina; electronica; soul; Dreamy; synth; dream pop; 00s; chillwave; indie electronic; Post punk; male vocalists; Neo-Soul; All; seen live more than once; post-wave; Futureshock
F.Y.P,punk; punk rock; pop punk; Garage Rock; seen live; USA; California; Awesome; Garage Punk; san pedro; skate rock; fast; 90s; garage; Rock and Roll; Pop-punk; diy; los angeles; Guilty Pleasures; underground; skate punk; hardcore punk; bubblegum; Furious; torrance; retarded; spotify; snotty; back to basics; ramones-core; free radio usa; Recess Records; Toys That Kill; rad punk; hameryka; this band sounds great; Lightning banana beach; punk liszaj radio; Todd Conglliere; bigger than life itself
Gabby Pahinui,Hawaiian; slack key guitar; acoustic; slack-key guitar; hawaii; Islands; folk; world; ethnic; the vitamin b12; instrumental; USA; guitar; download; slide guitar; World Music; male vocalists; lesser known yet streamable artists; personal favourites; United States; ry cooder; spotify; nice old; Isingici asakh amuzi; Hawaian; ciekawostka; dukemasuya9891; oceanie; southpacific
Gábor Szabó,jazz; Fusion; guitar; hungary; rock; hungarian; All; pop; 60s; 70s; instrumental; USA; latin; jazz guitar; prog rock; 50s; under 2000 listeners; third stream; fusion jazz; Gone but not Forgotten; psychedelic fusion; pisces
Gabriel Fauré,Classical; romantic; french; composers; piano; composer; classic; france; instrumental; Impressionist; opera; classical music; gabriel faure; faure; contemporary classical; Romantic Classical; 19th century; choral; classique; modern classical; french classical composer; baroque; Post-Romantic; Klassik; romanticism; 20th Century; chamber music; 20th Century Classical; romantic period; late romantic; music to work by; french classical
Gabrielle,soul; pop; female vocalists; british; rnb; 90s; Gabrielle; britpop; female vocalist; r&b; seen live; indie; jazz; norwegian; female; UK; 00s; brit pop; alternative; rhythm and blues; Norway; singer-songwriter; rock; funk; english; r'n'b; 70s; 80s; acoustic; urban; acid jazz; london; Disco; Hip-Hop; chillout; dance; easy listening; groove; england; funky; jecks; Soundtrack; classic rock; electronic; r and b; fun; female artists; Europe; 5 Stars; female singers; Neo Soul; Neo-Soul; gorillaz; All; norsk; My Favorites; Acid-Jazz; favourite female vocalists; RnB-soul; British Girls; 80 90-te; Gabrielle -Independence day; ring meg
Gaetano Donizetti,Classical; opera; romantic; italian; bel canto; composer; Italy; composers; Gaetano Donizetti; classic; 19th century; classical music; 19th century opera; male vocalists; Romantic Classical; All; Italian Opera; italia; art music; romantic period; opera composer; donizetti; 19th century clasical; classical period
Galantis,House; electronic; dance; pop; swedish; seen live; Sweden; All; electronica; dance-pop; electro house; Progressive House; EDM; electropop; indie; alternative; club; shit; best; 10s; electro-pop; duos; disappointing; supergroups; tropical house; galantis; I Heard This Artist Before
Galaxie 500,shoegaze; dream pop; slowcore; indie; indie rock; alternative; indie pop; post-punk; american; Lo-Fi; psychedelic; rock; 80s; alternative rock; seen live; space rock; 90s; boston; college rock; Dreamy; ambient; experimental; USA; Galaxie 500; Massachusetts; pop; post-rock; chillout; favorites; noise pop; Mellow; shoegazer; slow; Neo-Psychedelia; shoegazing; folk
Galaxy 2 Galaxy,detroit techno; techno; electronic; detroit; underground resistance; nu jazz; jazz; House; electronica; seen live; future jazz; UR; t e c h n o; to jest kurwa techno; american; Tech Jazz; Jazz Techno; ambient; dance; jazzy; All; techno jazz funk; undergound resistance; Hi-tech Jazz; galaxy 2 galaxy; Underground Resistance Label; trance; rock; japanese; alternative; alternative rock; post-rock; UK; new wave; britpop; acid jazz; minimal; idm; cinematic; space; nujazz; beats; cyberpunk; check; tech-house; western; j-pop; neon; us; Michigan; avant-jazz; Jazz-House; Club Music; futurism; jazz house; smoth jazz; metropolitan; space techno; cybernetics; clubbing; Space Jazz; artists reviewed in groove magazine; technoir; submerge; tech-funk; adrien wayne; sun and moon and stars and outer space; afrofuturism; Techno jazz; tribal techno; City Streets; future beats; timeline; Techno artists; uwe; godfathers of house and techno; US techno; zzzzzzzzzzzzz; METAMORPHOSE; giged with; jazzy techno; Cornelius Harris; Mike Banks; Gerald Mitchell; Raphael Merriweathers jr; Santiago Salazar; Christa Robinson; Daisuke Fujiwara; Darren McKinney; Lenny Price; Malcolm Holley; William Pope; Galaxy To Galaxy; Dee eep House; zhxmusic; AND SMALL; phatts; Detroit Techno Jazz Electronic; deep space techno
Gal Costa,Bossa Nova; brazilian; mpb; tropicalia; female vocalists; brasil; brazil; latin; samba; Gal Costa; tropicalismo; pop; world; chillout; 60s; jazz; psychedelic; seen live; 70s; Bahia; Psychedelic Rock; female vocalist; musica popular brasileira; brazilian music; tropicália; female; World Music; singer-songwriter; female vocals; brasileira; vocal; rock; experimental; portuguese; cantora; psychedelic pop; Gal; diva; female vocal; latin jazz; Female Voices; Brasilian; Brazilian Pop; musica brasileira; lusofonia
Gale Garnett,female vocalists; oldies; folky; 60s; folk; country; australian; pop; psychedelic; New Zealand; Psychedelic Rock; australia; female vocalist; female vocal; grammy winner; close harmony; grammy nominee; iron leg; Early Baby Boomer
Galimatias,chillout; chillstep; lounge; electronic; All; downtempo; electronica; danish; trip-hop; indie; chill; post-rock; dubstep; beats; chillwave; Indie-Tronica; future bass; ambient indie
Gallery,Sludge; Crust; rock; 70s; jazz; folk; soft rock; punk rock; pop; american; sludge metal; classic rock; seen live; indie; doom metal; norwegian; stoner doom; folk rock; stoner metal; progressive folk; 60s; alternative; female vocalists; Progressive rock; pop rock; happy; england; detroit; ECM; Progressive; oldies; irish; male vocalists; 80's; 1970's; celtic; Norway; hippie rock; 1981; indonesia; Sludge Doom; sludgecore; All; multiple artists; indonesian; stenchcore; 70's; 70's rock; spotify; male and female vocals; personal faves; Gallery; MW; music for my trips to the sea; groovy-licious; CRUST  DOWNTEMPO
Galway Kinnell,beautiful; spoken word
Game Theory,power pop; Paisley Underground; jangle pop; college rock; 80s; rock; alternative rock; american underground; seen live; indie; alternative; USA; sacramento; smarttoons; pop; indie pop; indie rock; post-punk; psychedelic; american; psych; California; podcast; investigate; eclectic; powerpop; 80's; check later; to check out; covered; underappreciated; audities; male voice; north america; My favorite bands; 120 minutes; done; jangle-pop; interested; smart pop bands; sacremento; dr small jukebox; KSLU
Gamma,hard rock; rock; Progressive rock; electronic; Hip-Hop; trance; classic rock; 70s; instrumental; british; alternative; ambient; underground hip-hop; guitar; big dada; heavy metal; electronica; hip hop; 80s; experimental; albums I own; dubstep; underground rap; album rock; 8bit; 8-bit; abstract; psychedelic; bass; electric guitar; chiptune; ninja tune; Favorite Artists; guitar virtuoso; drum & bass; My Melting Pot - A Grande Misturada; guitar god; chipstyle; disappointing; experimental hip-hop; hardrock; british rap; spotify; Fax 49-69450464; deep bass; ronnie montrose; SOUND-music; big dada experimental hip-hop underground hip-hop  underground rap; juice sampler
Ganesh & Kumaresh,carnatic; indian classical; chillout; world; violin; india; new age; Indian; World Music; Indian Instrumental; Indian Fusion; carnatic classical; indian violin; south indian classical; Jubalbandi
Gang Starr,Hip-Hop; rap; hip hop; underground hip-hop; new york; east coast rap; East Coast; hiphop; Gang Starr; Jazz Hop; underground rap; old school; dj premier; underground hip hop; seen live; guru; Gangsta Rap; Brooklyn; jazz rap; 90s; underground; american; Real hip-hop; east coast hip-hop; jazz; golden age; old school rap; east coast hip hop; jazz-rap; alternative rap; GANGSTARR; oldschool; NYC; 80s; USA; funk; turntablism; boom bap; real hip hop; classic hip-hop; conscious hip-hop; soul; Conscious Rap; gang starr foundation
Ganz Schön Feist,a capella; german; comedy; deutsch; pop; seen live; a cappella; deutsch comedy; acoustic; Great Lyricists; gute laune; lagerfeuermann; chillout; vocal; chill; germany; hiphop; fun; deutschsprachig; male vocalists; funny; great lyrics; Acapella; live gesehen; european; deutscher Gitarrenpop; german artists; My Favorites; from: germany; Vocal Pop; die besten deutschsprachigen bandnamen; Feel-Good Music; lieblingslied; GUTE Musik; pardey; niederrhein1-deutsch; so deutsch halt; neue neue deutsche welle; popacapellacomedy; crystal wings; lomoli; besser gehts nicht; gsf; qweraca; geistreich; herzenssonnenschein; Aufmunterer; Ganz schon Feist; sommerlaune; bischen komisch; german or english a cappella pop; mixed-pop
Garageland,New Zealand; indie; indie pop; Kiwi; flying nun; seen live; indie rock; pop; nz; rock; NZ Music; alternative; albums I own; power pop; jangle pop; fantastic; Awesome; 90s; excellent; amazing; cool; check out; lazy eye; radical; aotearoa; flying nuns and their antipodean chums; dunedin sound; flying nun records; New Zealand music; Greg; real indie; mixt
Garbage,rock; alternative; female vocalists; alternative rock; indie; seen live; electronic; pop; 90s; garbage; Grunge; american; female vocalist; indie rock; pop rock; Scottish; punk; electronica; post-grunge; british; sexy; female; britpop; Pop-Rock; favorites; USA; dance; shirley manson; industrial; trip-hop; female vocals; punk rock; 00s; emo; electronic rock; metal; alternative pop; hard rock; Favorite; industrial rock
Gardner Cole,pop; dance-pop; songwriter; composer; synth-pop
Garland Green,soul; 60s; Baltic Soul; 70s; piano; oldies; rhythm and blues; northern soul; northern; All; one hit wonder; Deep Soul; preston; bsw2009; Baltic Soul Weekender; BalticSoul; BalticSoulWeekender; preston bands; good local band; local unsigned bands; Garland Green
Garland Jeffreys,pop; 80s; reggae; seen live; blues; rock; singer-songwriter; classic rock; new york; USA; new wave; alternative rock; Brooklyn; american; political; male vocalists; roots rock; SXSW2007; Disco; hip hop; soul; 70s; college rock; album rock; americana; adult contemporary; latin; 90s; oldies; party; new; male vocalist; 00s; singer-songwriters; lesser known yet streamable artists; 10s; sxsw 2007; sxsw 2006; coney island; sxsw 2012; geohash:dr5rkrcute9g; SXSW 2014; 1943-07-03; All; gritty; Black Rock; monika; Male voices; luisterpaal; groove rock; niederrhein2-poprock; rock dreams; Soul Funkdafied; less than 100000; wild in the streets; backstreets; Garland Jeffreys; seen live by theo73; Tinone; racial commentary; sxsw 2017
